"ID","n_victimas","tipo_de_calle","calle","altura","cruce","dirección_normalizada","comuna","lon","lat","participantes","victima","acusado","fecha_hora","es_cruce"
"2018-0015",2,"AVENIDA","AUSTRALIA AV.","2800","NA","AUSTRALIA AV. 2800",4.0,-58.38636298,-34.64684275,"MOTO-PASAJEROS","MOTO","PASAJEROS","2018-02-06 01:00:00","Calle"
"2018-0016",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1.0,-58.37533517,-34.59276462,"MOTO-CARGAS","MOTO","CARGAS","2018-02-15 10:15:00","Esquina"
"2018-0017",1,"AVENIDA","SAN PEDRITO AV.","ESQ","RIVADAVIA AV.","SAN PEDRITO AV. y RIVADAVIA AV.",7.0,-58.46963952,-34.63070603,"PEATON-AUTO","PEATON","AUTO","2018-02-17 04:15:00","Esquina"
"2018-0018",1,"CALLE","ISABEL LA CATOLICA","ESQ","SALVADORES, CNEL.","ISABEL LA CATOLICA y SALVADORES, CNEL.",4.0,-58.37207554,-34.64543658,"MOTO-CARGAS","MOTO","CARGAS","2018-02-17 07:15:00","Esquina"
"2018-0019",1,"AVENIDA","LAS HERAS GENERAL AV.","ESQ","CALLAO AV.","LAS HERAS GENERAL AV. y CALLAO AV.",2.0,-58.39189441,-34.59176378,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-02-17 12:30:00","Esquina"
"2018-0020",1,"AUTOPISTA","AUTOPISTA PRESIDENTE HECTOR J. CAMPORA","ESQ","NA","FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8.0,-58.45012957,-34.66518343,"MOTO-CARGAS","MOTO","CARGAS","2018-02-19 22:00:00","Calle"
"2018-0021",1,"AVENIDA","ALCORTA, AMANCIO AV.","ESQ","ZAVALETA","ALCORTA, AMANCIO AV. y ZAVALETA",4.0,-58.40184094,-34.64546845,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-02-22 10:45:00","Esquina"
"2018-0022",1,"AVENIDA","MONTES DE OCA, MANUEL AV.","ESQ","OLAVARRIA","MONTES DE OCA, MANUEL AV. y OLAVARRIA",4.0,-58.37441153,-34.63966783,"MOTO-CARGAS","MOTO","CARGAS","2018-02-24 00:00:00","Esquina"
"2018-0023",1,"CALLE","BARCO CENTENERA DEL","ESQ","ROSARIO","BARCO CENTENERA DEL y ROSARIO",6.0,-58.44110156,-34.62082399,"MOTO-AUTO","MOTO","AUTO","2018-02-24 06:00:00","Esquina"
"2018-0024",1,"AVENIDA","ALVAREZ THOMAS AV.","ESQ","DONADO","ALVAREZ THOMAS AV. y DONADO",15.0,-58.47087351,-34.57827342,"PEATON-CARGAS","PEATON","CARGAS","2018-02-28 23:00:00","Esquina"
"2018-0025",1,"AVENIDA","AVELLANEDA AV.","ESQ","BOYACA AV.","AVELLANEDA AV. y BOYACA AV.",7.0,-58.4596221,-34.6224514,"PEATON-AUTO","PEATON","AUTO","2018-03-04 22:30:00","Esquina"
"2018-0026",2,"AVENIDA","RABANAL, FRANCISCO, INTENDENTE AV.","ESQ","SAENZ AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4.0,-58.41657793,-34.65476216,"MOVIL-CARGAS","MOVIL","CARGAS","2018-03-09 04:45:00","Esquina"
"2018-0027",1,"CALLE","CASTRO","ESQ","RONDEAU","CASTRO y RONDEAU",5.0,-58.41911301,-34.63722107,"PEATON-MOTO","PEATON","MOTO","2018-03-11 23:00:00","Esquina"
"2018-0028",1,"AVENIDA","BILBAO, FRANCISCO AV.","ESQ","AZUL","BILBAO, FRANCISCO AV. y AZUL",9.0,-58.47120586,-34.64251042,"PEATON-CARGAS","PEATON","CARGAS","2018-03-13 15:45:00","Esquina"
"2018-0029",1,"AVENIDA","NAZCA AV.","ESQ","GAONA AV.","NAZCA AV. y GAONA AV.",11.0,-58.47418944,-34.62049672,"MOTO-AUTO","MOTO","AUTO","2018-03-15 18:00:00","Esquina"
"2018-0030",1,"AVENIDA","PLAZA","ESQ","ALVAREZ THOMAS AV.","PLAZA y ALVAREZ THOMAS AV.",15.0,-58.46720441,-34.57905579,"MOTO-MOTO","MOTO","MOTO","2018-03-20 01:30:00","Esquina"
"2018-0031",1,"AVENIDA","GAONA AV.","ESQ","ARTIGAS, JOSE GERVASIO, GRAL.","GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11.0,-58.46909362,-34.6177971,"MOTO-CARGAS","MOTO","CARGAS","2018-03-28 10:15:00","Esquina"
"2018-0032",1,"AVENIDA","CABILDO AV.","ESQ","AGUILAR","CABILDO AV. y AGUILAR",13.0,-58.44704343,-34.5688864,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-04-02 13:00:00","Esquina"
"2018-0033",1,"AVENIDA","CAMARONES","ESQ","LOPE DE VEGA AV.","CAMARONES y LOPE DE VEGA AV.",10.0,-58.50535541,-34.62902048,"MOTO-CARGAS","MOTO","CARGAS","2018-04-07 07:30:00","Esquina"
"2018-0034",1,"AVENIDA","SANTA FE AV.","2320","NA","SANTA FE AV. 2320",2.0,-58.40021675,-34.59522198,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-04-11 18:15:00","Calle"
"2018-0035",1,"AVENIDA","RIVADAVIA AV.","6950","NA","RIVADAVIA AV. 6950",7.0,-58.46325991,-34.62919627,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-04-12 16:45:00","Calle"
"2018-0036",1,"AVENIDA","SAN MARTIN AV.","ESQ","ARGERICH","SAN MARTIN AV. y ARGERICH",15.0,-58.49471482,-34.59694755,"MOTO-AUTO","MOTO","AUTO","2018-04-13 23:15:00","Esquina"
"2018-0037",1,"AVENIDA","CORDOBA AV.","ESQ","URIBURU JOSE E., PRES.","CORDOBA AV. y URIBURU JOSE E., PRES.",2.0,-58.3987261,-34.59975962,"PEATON-CARGAS","PEATON","CARGAS","2018-04-18 18:45:00","Esquina"
"2018-0038",2,"AVENIDA","RIVADAVIA AV.","1571","NA","RIVADAVIA AV. 1571",1.0,-58.38872177,-34.60885045,"PEATON-AUTO","PEATON","AUTO","2018-04-20 17:10:00","Calle"
"2018-0040",1,"CALLE","FREIRE, RAMON, CAP. GRAL.","ESQ","OLAGUER Y FELIU, VIRREY","FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13.0,-58.45686132,-34.57305993,"PEATON-CARGAS","PEATON","CARGAS","2018-04-27 11:00:00","Esquina"
"2018-0041",1,"AVENIDA","LA PLATA AV.","ESQ","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4.0,-58.42281627,-34.64282424,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-04-27 13:30:00","Esquina"
"2018-0042",1,"CALLE","BRANDSEN","ESQ","PERDRIEL","BRANDSEN y PERDRIEL",4.0,-58.38666024,-34.63953396,"MOTO-CARGAS","MOTO","CARGAS","2018-04-27 18:43:00","Esquina"
"2018-0043",1,"AVENIDA","VILARDEBO, TEODORO","ESQ","ALVAREZ JONTE AV.","VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11.0,-58.49122843,-34.61207587,"MOTO-AUTO","MOTO","AUTO","2018-04-28 06:30:00","Esquina"
"2018-0044",1,"AVENIDA","ALBERTI","ESQ","INDEPENDENCIA AV.","ALBERTI e INDEPENDENCIA AV.",3.0,-58.40098306,-34.61866627,"PEATON-AUTO","PEATON","AUTO","2018-04-28 09:00:00","Esquina"
"2018-0045",1,"AVENIDA","ALVAREZ THOMAS AV.","879","NA","ALVAREZ THOMAS AV. 879",13.0,-58.45448963,-34.5791692,"AUTO-CARGAS","AUTO","CARGAS","2018-04-30 07:00:00","Calle"
"2018-0046",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","RIVADAVIA AV.","PAZ, GRAL. AV. y RIVADAVIA AV.",9.0,-58.52927982,-34.63931752,"PEATON-AUTO","PEATON","AUTO","2018-05-02 03:15:00","Esquina"
"2018-0047",1,"AVENIDA","CORRIENTES AV.","ESQ","DORREGO AV.","CORRIENTES AV. y DORREGO AV.",15.0,-58.44759966,-34.5917024,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-05-08 19:00:00","Esquina"
"2018-0048",1,"AVENIDA","RIVADAVIA AV.","ESQ","PEDERNERA","RIVADAVIA AV. y PEDERNERA",7.0,-58.46411215,-34.62925068,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-05-09 10:30:00","Esquina"
"2018-0049",1,"CALLE","QUESADA","2300","NA","QUESADA 2300",13.0,-58.4621322,-34.55395823,"PEATON-AUTO","PEATON","AUTO","2018-05-11 19:15:00","Calle"
"2018-0050",1,"AVENIDA","CABILDO AV.","ESQ","JURAMENTO AV.","CABILDO AV. y JURAMENTO AV.",13.0,-58.45669422,-34.5620361,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-05-14 18:45:00","Esquina"
"2018-0051",1,"CALLE","CALIFORNIA","ESQ","CARBONARI, FRANCISCO, CMTE.","CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4.0,-58.3597716,-34.64341878,"PEATON-AUTO","PEATON","AUTO","2018-05-15 21:15:00","Esquina"
"2018-0052",1,"AVENIDA","CARRIL, SALVADOR MARIA DEL AV.","ESQ","NAZCA","CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15.0,-58.49820145,-34.59070093,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-05-18 20:30:00","Esquina"
"2018-0053",1,"CALLE","SAN LUIS","ESQ","AGUERO","SAN LUIS y AGUERO",3.0,-58.4105928,-34.5993918,"MOTO-AUTO","MOTO","AUTO","2018-05-20 02:30:00","Esquina"
"2018-0054",1,"CALLE","LUGONES","2430","NA","LUGONES 2430",12.0,-58.47969138,-34.57121563,"PEATON-BICICLETA","PEATON","BICICLETA","2018-05-22 11:15:00","Calle"
"2018-0055",1,"AVENIDA","INDEPENDENCIA AV.","ESQ","JUJUY AV.","INDEPENDENCIA AV. y JUJUY AV.",3.0,-58.40351561,-34.61883916,"MOTO-AUTO","MOTO","AUTO","2018-05-29 07:30:00","Esquina"
"2018-0056",1,"AVENIDA","RIVADAVIA AV.","11050","NA","RIVADAVIA AV. 11050",9.0,-58.51973844,-34.63918987,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-06-02 13:00:00","Calle"
"2018-0057",1,"CALLE","COMBATE DE LOS POZOS","ESQ","HUMBERTO 1?","COMBATE DE LOS POZOS y HUMBERTO 1Â°",3.0,-58.39311376,-34.62163006,"MOTO-PASAJEROS","MOTO","PASAJEROS","2018-06-03 03:30:00","Esquina"
"2018-0058",1,"AVENIDA","CORDOBA AV.","ESQ","THAMES","CORDOBA AV. y THAMES",15.0,-58.43531242,-34.59082159,"MOTO-AUTO","MOTO","AUTO","2018-06-03 06:30:00","Esquina"
"2018-0059",1,"AVENIDA","GARAY, JUAN DE AV.","ESQ","SANCHEZ DE LORIA","GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5.0,-58.41178165,-34.63035454,"MOTO-MOVIL","MOTO","OTRO","2018-06-08 06:20:00","Esquina"
"2018-0060",1,"AVENIDA","LAVALLE","ESQ","ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",1.0,-58.370488,-34.60189492,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-06-08 12:50:00","Esquina"
"2018-0061",1,"CALLE","ESTADOS UNIDOS","ESQ","PICHINCHA","ESTADOS UNIDOS y PICHINCHA",3.0,-58.39883882,-34.61964833,"MOTO-MOTO","MOTO","MOTO","2018-06-10 11:15:00","Esquina"
"2018-0062",1,"CALLE","ROSARIO","ESQ","BARCO CENTENERA DEL","ROSARIO y BARCO CENTENERA DEL",6.0,-58.44110156,-34.62082399,"PEATON-CARGAS","PEATON","CARGAS","2018-06-14 01:00:00","Esquina"
"2018-0063",1,"AVENIDA","ALEM, LEANDRO N. AV.","ESQ","VIAMONTE","ALEM, LEANDRO N. AV. y VIAMONTE",1.0,-58.37093138,-34.59952725,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-06-16 21:15:00","Esquina"
"2018-0064",1,"AVENIDA","VARELA AV.","ESQ","PRIMERA JUNTA","VARELA AV. y PRIMERA JUNTA",7.0,-58.45855262,-34.63953253,"AUTO-CARGAS","AUTO","CARGAS","2018-06-25 01:15:00","Esquina"
"2018-0065",1,"CALLE","PELLEGRINI, CARLOS","ESQ","JUNCAL","PELLEGRINI, CARLOS y JUNCAL",1.0,-58.38161909,-34.59283447,"MOTO-CARGAS","MOTO","CARGAS","2018-06-26 17:30:00","Esquina"
"2018-0066",1,"AVENIDA","CORRIENTES AV.","ESQ","LACROZE, FEDERICO AV.","CORRIENTES AV. y LACROZE, FEDERICO AV.",15.0,-58.45511899,-34.58698157,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-06-28 11:00:00","Esquina"
"2018-0067",1,"AVENIDA","MONTES DE OCA, MANUEL AV.","ESQ","FINOCHIETTO ENRIQUE DR.","MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4.0,-58.37724226,-34.62973033,"PASAJEROS-AUTO","PASAJEROS","AUTO","2018-06-29 16:15:00","Esquina"
"2018-0068",1,"AVENIDA","CARABOBO AV.","ESQ","ALBERDI, JUAN BAUTISTA AV.","CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7.0,-58.45546217,-34.62930339,"MOTO-AUTO","MOTO","AUTO","2018-07-01 09:00:00","Esquina"
"2018-0069",1,"AVENIDA","CORDOBA AV.","2215","NA","CORDOBA AV. 2215",2.0,-58.39897064,-34.59954925,"BICICLETA-PASAJEROS","BICICLETA","PASAJEROS","2018-07-04 21:45:00","Calle"
"2018-0070",1,"CALLE","ESTADOS UNIDOS","ESQ","URQUIZA, GRAL.","ESTADOS UNIDOS y URQUIZA, GRAL.",3.0,-58.40917826,-34.62126274,"MOTO-PASAJEROS","MOTO","PASAJEROS","2018-07-07 15:45:00","Esquina"
"2018-0071",1,"AVENIDA","MORENO","ESQ","HUERGO, ING. AV.","MORENO y HUERGO, ING. AV.",1.0,-58.36726348,-34.61099738,"MOTO-CARGAS","MOTO","CARGAS","2018-07-10 17:50:00","Esquina"
"2018-0072",1,"AUTOPISTA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.","ESQ","NA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL",8.0,-58.48267426,-34.68454456,"MOTO-CARGAS","MOTO","CARGAS","2018-07-11 13:15:00","Calle"
"2018-0073",1,"AVENIDA","IRIARTE, GRAL. AV.","3400","NA","IRIARTE, GRAL. AV. 3400",4.0,-58.39546165,-34.65168841,"PEATON-CARGAS","PEATON","CARGAS","2018-07-11 15:45:00","Calle"
"2018-0074",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","2968","NA","ALBERDI, JUAN BAUTISTA AV. 2968",7.0,-58.46941984,-34.63376545,"AUTO-CARGAS","AUTO","CARGAS","2018-07-14 06:04:00","Calle"
"2018-0075",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","ORTIZ DE OCAMPO","DEL LIBERTADOR AV. y ORTIZ DE OCAMPO",14.0,-58.40367321,-34.58129246,"PEATON-AUTO","PEATON","AUTO","2018-07-15 07:30:00","Esquina"
"2018-0076",1,"CALLE","CHAVEZ, JORGE","ESQ","PAZ, GRAL. AV.","CHAVEZ, JORGE y PAZ, GRAL. AV.",9.0,-58.52932872,-34.65014993,"AUTO-CARGAS","AUTO","CARGAS","2018-07-16 09:30:00","Esquina"
"2018-0077",1,"CALLE","URQUIZA, GRAL.","ESQ","ESTADOS UNIDOS","URQUIZA, GRAL. y ESTADOS UNIDOS",3.0,-58.40917826,-34.62126274,"AUTO-CARGAS","AUTO","CARGAS","2018-07-16 23:15:00","Esquina"
"2018-0078",1,"CALLE","PARAGUAY","ESQ","SANCHEZ DE BUSTAMANTE","PARAGUAY y SANCHEZ DE BUSTAMANTE",2.0,-58.41264127,-34.59473294,"PEATON-AUTO","PEATON","AUTO","2018-07-21 06:15:00","Esquina"
"2018-0079",1,"GRAL PAZ","DE LOS CORRALES AV.","ESQ","PAZ, GRAL. AV.","DE LOS CORRALES AV. y PAZ, GRAL. AV.",9.0,-58.50877521,-34.66977709,"PEATON-CARGAS","PEATON","CARGAS","2018-07-23 07:15:00","Esquina"
"2018-0080",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","ESQ","CARHUE","ALBERDI, JUAN BAUTISTA AV. y CARHUE",9.0,-58.51232237,-34.6590353,"PEATON-AUTO","PEATON","AUTO","2018-07-25 22:22:00","Esquina"
"2018-0081",1,"AVENIDA","CASTANARES AV.","ESQ","RIVERA INDARTE AV.","CASTAÃ‘ARES AV. y RIVERA INDARTE AV.",7.0,-58.44744156,-34.64567171,"MULTIPLE","PEATON","MULTIPLE","2018-07-29 06:30:00","Esquina"
"2018-0082",1,"AVENIDA","LARRAZABAL","ESQ","GARZON, EUGENIO, GRAL. AV.","LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9.0,-58.49441273,-34.65869968,"MOTO-CARGAS","MOTO","CARGAS","2018-08-01 15:53:00","Esquina"
"2018-0083",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8.0,-58.47976785,-34.69153196,"MOTO-CARGAS","MOTO","CARGAS","2018-08-02 05:20:00","Esquina"
"2018-0084",1,"AVENIDA","MOREAU DE JUSTO, ALICIA AV.","ESQ","COCHABAMBA","MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1.0,-58.36523349,-34.62260331,"PEATON-CARGAS","PEATON","CARGAS","2018-08-03 07:25:00","Esquina"
"2018-0085",2,"AVENIDA","ENTRE RIOS AV.","ESQ","GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3.0,-58.39118948,-34.62704273,"MOTO-PASAJEROS","MOTO","PASAJEROS","2018-08-03 18:16:00","Esquina"
"2018-0086",1,"AVENIDA","DIRECTORIO AV.","ESQ","GUARDIA NACIONAL","DIRECTORIO AV. y GUARDIA NACIONAL",9.0,-58.49019551,-34.65015854,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-08-10 21:44:00","Esquina"
"2018-0087",1,"AVENIDA","PAVON AV.","ESQ","COLOMBRES","PAVON AV. y COLOMBRES",5.0,-58.41644362,-34.63023775,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-08-15 19:20:00","Esquina"
"2018-0088",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12.0,-58.5007381,-34.5497951,"MOTO-CARGAS","MOTO","CARGAS","2018-08-17 16:36:00","Esquina"
"2018-0089",1,"AVENIDA","PICHINCHA AV.","ESQ","BRASIL","PICHINCHA AV. y BRASIL",4.0,-58.39626094,-34.63036565,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-08-17 17:56:00","Esquina"
"2018-0090",1,"AVENIDA","27 DE FEBRERO AV.","ESQ","PERGAMINO","27 DE FEBRERO AV. y PERGAMINO",8.0,-58.43284809,-34.67051543,"MOTO-AUTO","MOTO","AUTO","2018-08-18 10:34:00","Esquina"
"2018-0091",1,"AUTOPISTA","AUTOPISTA PERITO MORENO","ESQ","BARRAGAN","AUTOPISTA PERITO MORENO y BARRAGAN",9.0,-58.52280139,-34.63659934,"AUTO-AUTO","AUTO","AUTO","2018-08-19 18:47:00","Esquina"
"2018-0092",1,"AVENIDA","CORDOBA AV.","ESQ","GASCON","CORDOBA AV. y GASCON",14.0,-58.4233693,-34.59774487,"MOTO-AUTO","MOTO","AUTO","2018-08-20 08:20:00","Esquina"
"2018-0093",1,"CALLE","15 DE NOVIEMBRE DE 1889","1513","NA","15 DE NOVIEMBRE DE 1889 1513",1.0,-58.38691681,-34.63105973,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-08-20 08:41:00","Calle"
"2018-0094",1,"CALLE","SALGUERO, JERONIMO","ESQ","BERUTI","SALGUERO, JERONIMO y BERUTI",14.0,-58.4116902,-34.5857988,"MOTO-PASAJEROS","MOTO","PASAJEROS","2018-08-23 05:35:00","Esquina"
"2018-0095",1,"AVENIDA","LACARRA AV.","ESQ","DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9.0,-58.46739825,-34.65117757,"AUTO-AUTO","AUTO","AUTO","2018-08-26 00:59:00","Esquina"
"2018-0096",1,"AUTOPISTA","AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA","ESQ","ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8.0,-58.44483258,-34.67152226,"PEATON-AUTO","PEATON","AUTO","2018-08-31 22:20:00","Esquina"
"2018-0097",1,"AVENIDA","VARELA AV.","ESQ","RABANAL, FRANCISCO, INTENDENTE AV.","VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8.0,-58.43254025,-34.66128115,"AUTO-MOVIL","AUTO","OTRO","2018-09-02 10:50:00","Esquina"
"2018-0098",2,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","BERON DE ASTRADA","PAZ, GRAL. AV. y BERON DE ASTRADA",8.0,-58.47199387,-34.69640164,"AUTO-AUTO","AUTO","AUTO","2018-09-09 05:00:00","Esquina"
"2018-0099",1,"AVENIDA","RIVADAVIA AV.","ESQ","PEDERNERA","RIVADAVIA AV. y PEDERNERA",7.0,-58.46411215,-34.62925068,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-09-12 14:25:00","Esquina"
"2018-0100",1,"AVENIDA","RAWSON DE DELLEPIANE, ELVIRA AV.","150","NA","RAWSON DE DELLEPIANE, ELVIRA AV. 150",1.0,-58.36217754,-34.62367156,"MOTO-AUTO","MOTO","AUTO","2018-09-20 10:30:00","Calle"
"2018-0101",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","ZAPIOLA","PAZ, GRAL. AV. y ZAPIOLA",12.0,-58.48098594,-34.5407313,"MULTIPLE","AUTO","MULTIPLE","2018-09-21 00:15:00","Esquina"
"2018-0102",1,"CALLE","FAMATINA","ESQ","TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",4.0,-58.41083404,-34.64640709,"MOTO-AUTO","MOTO","AUTO","2018-09-21 00:30:00","Esquina"
"2018-0103",1,"AVENIDA","CASTA?ARES AV.","ESQ","BONORINO, ESTEBAN, CNEL. AV.","CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7.0,-58.44609828,-34.64446729,"PEATON-MOTO","PEATON","MOTO","2018-09-27 17:51:00","Esquina"
"2018-0104",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","SUAREZ AV.","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.",4.0,-58.37709334,-34.64035082,"MOTO-MOTO","MOTO","MOTO","2018-10-01 08:58:00","Esquina"
"2018-0105",1,"AVENIDA","NAZCA AV.","ESQ","RIVADAVIA AV.","NAZCA AV. y RIVADAVIA AV.",7.0,-58.46963952,-34.63070603,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-10-03 18:12:00","Esquina"
"2018-0106",1,"AVENIDA","FIGUEROA ALCORTA, PRES. AV.","ESQ","ECHEVERRIA","FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13.0,-58.43674281,-34.55161027,"MOTO-MOTO","MOTO","MOTO","2018-10-04 22:02:00","Esquina"
"2018-0107",1,"AVENIDA","RIVADAVIA AV.","ESQ","JUJUY AV.","RIVADAVIA AV. y JUJUY AV.",3.0,-58.4059686,-34.61011987,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-10-06 14:20:00","Esquina"
"2018-0108",1,"AVENIDA","DE LOS ITALIANOS AV.","ESQ","GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",1.0,-58.36154069,-34.60463618,"MOTO-AUTO","MOTO","AUTO","2018-10-09 14:00:00","Esquina"
"2018-0109",1,"AVENIDA","TUCUMAN","ESQ","ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",1.0,-58.37062179,-34.60066507,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-10-10 22:12:00","Esquina"
"2018-0110",1,"AVENIDA","CORRIENTES AV.","ESQ","GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",15.0,-58.43220014,-34.60207186,"PEATON-MOTO","PEATON","MOTO","2018-10-13 03:05:00","Esquina"
"2018-0111",1,"AUTOPISTA","AUTOPISTA PERITO MORENO","ESQ","NA","AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9.0,-58.46958442,-34.64949724,"MOTO-CARGAS","MOTO","CARGAS","2018-10-19 12:13:00","Calle"
"2018-0112",1,"CALLE","MU?ECAS","ESQ","SERRANO","MUÃ‘ECAS y SERRANO",15.0,-58.44671397,-34.59970903,"MOTO-CARGAS","MOTO","CARGAS","2018-10-24 09:18:00","Esquina"
"2018-0113",1,"CALLE","ARTIGAS, JOSE GERVASIO, GRAL.","ESQ","TRES ARROYOS","ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11.0,-58.47152163,-34.61474911,"MOTO-CARGAS","MOTO","CARGAS","2018-10-25 11:00:00","Esquina"
"2018-0114",1,"AVENIDA","SOLIS","ESQ","INDEPENDENCIA AV.","SOLIS e INDEPENDENCIA AV.",1.0,-58.39032921,-34.61807951,"MOTO-AUTO","MOTO","AUTO","2018-10-30 02:15:00","Esquina"
"2018-0115",1,"CALLE","BOSCH, VENTURA","ESQ","PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",9.0,-58.52887773,-34.64297861,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-10-31 12:30:00","Esquina"
"2018-0116",1,"GRAL PAZ","PAZ, GRAL. AV.","14800","NA","PAZ, GRAL. AV. 14800",8.0,-58.49371157,-34.67981324,"PEATON-CARGAS","PEATON","CARGAS","2018-11-01 10:50:00","Calle"
"2018-0117",1,"AVENIDA","PERON, EVA AV.","5321","NA","PERON, EVA AV. 5321",9.0,-58.48266599,-34.66012327,"MOTO-MOTO","MOTO","MOTO","2018-11-04 08:15:00","Calle"
"2018-0118",1,"AVENIDA","PERON, JUAN DOMINGO, TTE. GENERAL","ESQ","PUEYRREDON AV.","PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3.0,-58.40612253,-34.60774301,"PEATON-MOTO","PEATON","MOTO","2018-11-05 14:49:00","Esquina"
"2018-0119",1,"AVENIDA","RABANAL, FRANCISCO, INTENDENTE AV.","ESQ","SAN PEDRITO","RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8.0,-58.43613623,-34.66292532,"PEATON-SD","PEATON","SD","2018-11-05 22:35:00","Esquina"
"2018-0120",1,"AVENIDA","MONROE","ESQ","ALVAREZ THOMAS AV.","MONROE y ALVAREZ THOMAS AV.",12.0,-58.48250732,-34.57208238,"PEATON-AUTO","PEATON","AUTO","2018-11-09 13:34:00","Esquina"
"2018-0121",1,"AVENIDA","RIVADAVIA AV.","ESQ","MANZONI","RIVADAVIA AV. y MANZONI",10.0,-58.49945705,-34.6374328,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-11-09 16:32:00","Esquina"
