"ID","n_victimas","tipo_de_calle","calle","altura","cruce","dirección_normalizada","comuna","lon","lat","participantes","victima","acusado","fecha_hora","es_cruce"
"2016-0001",1,"AVENIDA","PIEDRA BUENA AV.","ESQ","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8.0,-58.47533969,-34.68757022,"MOTO-AUTO","MOTO","AUTO","2016-01-01 04:00:00","Esquina"
"2016-0002",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","DE LOS CORRALES AV.","PAZ, GRAL. AV. y DE LOS CORRALES AV.",9.0,-58.50877521,-34.66977709,"AUTO-PASAJEROS","AUTO","PASAJEROS","2016-01-02 01:15:00","Esquina"
"2016-0003",1,"AVENIDA","ENTRE RIOS AV.","2034","NA","ENTRE RIOS AV. 2034",1.0,-58.39040293,-34.63189362,"MOTO-AUTO","MOTO","AUTO","2016-01-03 07:00:00","Calle"
"2016-0004",1,"AVENIDA","LARRAZABAL AV.","ESQ","VILLEGAS, CONRADO, GRAL.","LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8.0,-58.46503904,-34.68092974,"MOTO-SD","MOTO","SD","2016-01-10 00:00:00","Esquina"
"2016-0005",1,"AVENIDA","SAN JUAN AV.","ESQ","SAENZ PE?A, LUIS, PRES.","SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",1.0,-58.38718297,-34.6224663,"MOTO-PASAJEROS","MOTO","PASAJEROS","2016-01-21 05:20:00","Esquina"
"2016-0008",1,"AVENIDA","27 DE FEBRERO AV.","ESQ","ESCALADA AV.","27 DE FEBRERO AV. y ESCALADA AV.",8.0,-58.44451316,-34.68475866,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2016-01-24 18:30:00","Esquina"
"2016-0009",1,"CALLE","NOGOYA","ESQ","GONZALEZ, JOAQUIN V.","NOGOYA y GONZALEZ, JOAQUIN V.",11.0,-58.50095869,-34.6082544,"MOTO-AUTO","MOTO","AUTO","2016-01-24 19:10:00","Esquina"
"2016-0010",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","DE LOS CORRALES AV.","PAZ, GRAL. AV. y DE LOS CORRALES AV.",9.0,-58.50877521,-34.66977709,"MOTO-AUTO","MOTO","AUTO","2016-01-29 15:20:00","Esquina"
"2016-0012",1,"AVENIDA","BELGRANO AV.","ESQ","IRIGOYEN, BERNARDO DE","BELGRANO AV. e IRIGOYEN, BERNARDO DE",1.0,-58.38048577,-34.61303893,"MOTO-CARGAS","MOTO","CARGAS","2016-02-08 01:20:00","Esquina"
"2016-0013",1,"AVENIDA","ENTRE RIOS AV.","1366","NA","ENTRE RIOS AV. 1366",1.0,-58.39114932,-34.62477387,"PEATON-AUTO","PEATON","AUTO","2016-02-10 11:30:00","Calle"
"2016-0015",1,"AVENIDA","SCALABRINI ORTIZ, RAUL AV.","ESQ","VERA","SCALABRINI ORTIZ, RAUL AV. y VERA",15.0,-58.4376002,-34.59912758,"PEATON-AUTO","PEATON","AUTO","2016-02-14 05:14:00","Esquina"
"2016-0016",1,"AVENIDA","REGIMIENTO DE PATRICIOS AV.","ESQ","QUINQUELA MARTIN, BENITO","REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4.0,-58.36882665,-34.64291993,"MOTO-AUTO","MOTO","AUTO","2016-02-14 22:00:00","Esquina"
"2016-0017",1,"AVENIDA","ACOSTA, MARIANO","ESQ","JANER, ANA MARIA","ACOSTA, MARIANO y JANER, ANA MARIA",8.0,-58.44989671,-34.65970435,"PEATON-MOTO","PEATON","MOTO","2016-02-15 16:54:00","Esquina"
"2016-0019",1,"CALLE","DE LA TORRE, LISANDRO","ESQ","GARCIA GRANDE DE ZEQUEIRA, SEVERO","DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9.0,-58.50990884,-34.65468721,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-02-17 09:30:00","Esquina"
"2016-0020",1,"CALLE","SUIPACHA","156","NA","SUIPACHA 156",1.0,-58.37952223,-34.60653282,"PEATON-AUTO","PEATON","AUTO","2016-02-17 16:00:00","Calle"
"2016-0021",1,"AVENIDA","DIRECTORIO AV.","ESQ","CURAPALIGUE","DIRECTORIO AV. y CURAPALIGUE",7.0,-58.45157703,-34.63063795,"AUTO-AUTO","AUTO","AUTO","2016-02-17 23:35:00","Esquina"
"2016-0022",1,"AVENIDA","9 DE JULIO AV.","ESQ","ALSINA, ADOLFO","9 DE JULIO AV. y ALSINA, ADOLFO",1.0,-58.38144696,-34.61079875,"MOTO-AUTO","MOTO","AUTO","2016-02-21 06:00:00","Esquina"
"2016-0025",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","27 DE FEBRERO AV.","PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8.0,-58.46244952,-34.70524971,"AUTO-AUTO","AUTO","AUTO","2016-02-28 04:50:00","Esquina"
"2016-0026",1,"CALLE","HOLMBERG","ESQ","VEDIA","HOLMBERG y VEDIA",12.0,-58.49216191,-34.54738649,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2016-02-28 07:30:00","Esquina"
"2016-0027",1,"AVENIDA","CURAPALIGUE AV.","ESQ","DIAZ, AVELINO","CURAPALIGUE AV. y DIAZ, AVELINO",7.0,-58.44497874,-34.63852623,"AUTO-AUTO","AUTO","AUTO","2016-02-28 09:35:00","Esquina"
"2016-0028",1,"AVENIDA","VIAMONTE","ESQ","9 DE JULIO AV.","VIAMONTE y 9 DE JULIO AV.",1.0,-58.38199706,-34.60028648,"PEATON-CARGAS","PEATON","CARGAS","2016-03-02 10:00:00","Esquina"
"2016-0029",1,"AVENIDA","CABILDO AV.","ESQ","DEHEZA","CABILDO AV. y DEHEZA",12.0,-58.47378664,-34.54153077,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-03-04 17:30:00","Esquina"
"2016-0031",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8.0,-58.47064556,-34.69843756,"MOTO-PASAJEROS","MOTO","PASAJEROS","2016-03-08 12:30:00","Esquina"
"2016-0034",1,"AVENIDA","ALCORTA, AMANCIO AV.","ESQ","BONAVENA, OSCAR NATALIO","ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4.0,-58.40623949,-34.65076549,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-03-12 12:30:00","Esquina"
"2016-0035",1,"AVENIDA","CORRIENTES AV.","ESQ","CALLAO AV.","CORRIENTES AV. y CALLAO AV.",3.0,-58.39228965,-34.60443527,"MOTO-PASAJEROS","MOTO","PASAJEROS","2016-03-13 06:00:00","Esquina"
"2016-0036",1,"CALLE","HERRERA","ESQ","VALLE, ARISTOBULO DEL","HERRERA y VALLE, ARISTOBULO DEL",4.0,-58.37813396,-34.63668504,"MOTO-PASAJEROS","MOTO","PASAJEROS","2016-03-14 00:15:00","Esquina"
"2016-0037",1,"AVENIDA","LAFUENTE AV.","ESQ","QUIRNO","LAFUENTE AV. y QUIRNO",7.0,-58.46275892,-34.64358293,"MOTO-MOTO","MOTO","MOTO","2016-03-19 11:00:00","Esquina"
"2016-0038",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","ZUVIRIA","PAZ, GRAL. AV. y ZUVIRIA",8.0,-58.49683458,-34.67892743,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-03-21 08:06:00","Esquina"
"2016-0039",1,"AVENIDA","MITRE, BARTOLOME","ESQ","PUEYRREDON AV.","MITRE, BARTOLOME y PUEYRREDON AV.",3.0,-58.40603217,-34.6088396,"MOTO-PASAJEROS","MOTO","PASAJEROS","2016-03-23 01:50:00","Esquina"
"2016-0041",2,"AVENIDA","DIRECTORIO AV.","ESQ","RIVERA INDARTE AV.","DIRECTORIO AV. y RIVERA INDARTE AV.",7.0,-58.4607655,-34.63350444,"MOTO-CARGAS","MOTO","CARGAS","2016-03-29 11:00:00","Esquina"
"2016-0043",1,"AVENIDA","DELLEPIANE, LUIS, TTE. GRAL.","ESQ","MURGUIONDO","DELLEPIANE, LUIS, TTE. GRAL. y MURGUIONDO",8.0,-58.47832463,-34.67494416,"PEATON-CARGAS","PEATON","CARGAS","2016-03-30 18:15:00","Esquina"
"2016-0044",1,"AVENIDA","MORENO, JOSE MARIA AV.","ESQ","BALBASTRO","MORENO, JOSE MARIA AV. y BALBASTRO",7.0,-58.43213235,-34.63693953,"MULTIPLE","MOTO","MULTIPLE","2016-03-31 19:40:00","Esquina"
"2016-0045",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","DEL LIBERTADOR AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13.0,-58.46743471,-34.53476874,"MOTO-SD","MOTO","SD","2016-04-11 10:25:00","Esquina"
"2016-0047",1,"CALLE","LIMA","1483","NA","LIMA 1483",1.0,-58.38247061,-34.62571878,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-04-15 05:30:00","Calle"
"2016-0048",1,"AVENIDA","CORRIENTES AV.","ESQ","DORREGO AV.","CORRIENTES AV. y DORREGO AV.",15.0,-58.44759966,-34.5917024,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-04-15 17:40:00","Esquina"
"2016-0049",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI",4.0,-58.37714647568196,-34.63657525428238,"SD-SD","SD","SD","2016-04-17 00:00:00","Calle"
"2016-0050",1,"AVENIDA","GORDILLO, TIMOTEO","ESQ","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","GORDILLO, TIMOTEO y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8.0,-58.47305463,-34.68550712,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-04-19 09:50:00","Esquina"
"2016-0051",1,"AVENIDA","ALCORTA, AMANCIO AV.","ESQ","BONAVENA, OSCAR NATALIO","ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4.0,-58.40623949,-34.65076549,"MOTO-CARGAS","MOTO","CARGAS","2016-04-20 04:00:00","Esquina"
"2016-0053",1,"AVENIDA","TRIUNVIRATO AV.","ESQ","OLAZABAL AV.","TRIUNVIRATO AV. y OLAZABAL AV.",12.0,-58.4842918,-34.57558053,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-04-22 09:30:00","Esquina"
"2016-0054",1,"AUTOPISTA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.","ESQ","PAZ, GRAL. AV.","AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y PAZ, GRAL. AV.",8.0,-58.48695354,-34.68795245,"MOTO-MOTO","MOTO","MOTO","2016-04-23 21:00:00","Esquina"
"2016-0055",1,"AVENIDA","CASTILLA, RAMON, MARISCAL","ESQ","FIGUEROA ALCORTA, PRES. AV.","CASTILLA, RAMON, MARISCAL y FIGUEROA ALCORTA, PRES. AV.",14.0,-58.40021959,-34.57964781,"PEATON-CARGAS","PEATON","CARGAS","2016-04-25 20:30:00","Esquina"
"2016-0056",1,"AVENIDA","CAMPOS, LUIS M. AV.","30","NA","CAMPOS, LUIS M. AV. 30",14.0,-58.42957885,-34.57660058,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2016-04-26 04:45:00","Calle"
"2016-0058",1,"CALLE","LIMA","1471","NA","LIMA 1471",1.0,-58.38247542,-34.62556293,"PEATON-MOTO","PEATON","MOTO","2016-05-04 14:00:00","Calle"
"2016-0059",1,"CALLE","CIUDADELA","ESQ","LIMA","CIUDADELA y LIMA",1.0,-58.38222219,-34.62728101,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-05-08 16:30:00","Esquina"
"2016-0064",1,"AVENIDA","JUSTO, JUAN B. AV.","ESQ","CARRASCO AV.","JUSTO, JUAN B. AV. y CARRASCO AV.",10.0,-58.49485242,-34.62953445,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-05-14 18:11:00","Esquina"
"2016-0065",1,"AVENIDA","GAONA AV.","ESQ","ESPINOSA","GAONA AV. y ESPINOSA",6.0,-58.45227946,-34.61068024,"PEATON-AUTO","PEATON","AUTO","2016-05-20 14:40:00","Esquina"
"2016-0067",1,"AVENIDA","DE LA TORRE, LISANDRO","ESQ","SARAZA","DE LA TORRE, LISANDRO y SARAZA",8.0,-58.48455411,-34.6751276,"MOTO-PASAJEROS","MOTO","PASAJEROS","2016-05-21 17:00:00","Esquina"
"2016-0068",1,"AVENIDA","FIGUEROA ALCORTA, PRES. AV.","ESQ","PUEYRREDON AV.","FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.",2.0,-58.39056593,-34.58418569,"MOTO-PASAJEROS","MOTO","PASAJEROS","2016-05-22 22:00:00","Esquina"
"2016-0069",1,"AVENIDA","ENTRE RIOS AV.","ESQ","FILIBERTO","ENTRE RIOS AV. y FILIBERTO",3.0,-58.39118948,-34.62704273,"AUTO-CARGAS","AUTO","CARGAS","2016-05-23 03:30:00","Esquina"
"2016-0073",1,"CALLE","MAGARI?OS CERVANTES, A.","3900","NA","MAGARIÃ‘OS CERVANTES, A. 3900",10.0,-58.49021952,-34.62025108,"MOTO-CARGAS","MOTO","CARGAS","2016-06-11 15:00:00","Calle"
"2016-0074",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","SCAPINO, RODOLFO","PAZ, GRAL. AV. y SCAPINO, RODOLFO",8.0,-58.49896559,-34.67732118,"AUTO-AUTO","AUTO","AUTO","2016-06-12 06:40:00","Esquina"
"2016-0075",1,"AUTOPISTA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.","ESQ","MIRALLA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MIRALLA",8.0,-58.47461076,-34.66874679,"PEATON-AUTO","PEATON","AUTO","2016-06-12 23:13:00","Esquina"
"2016-0076",1,"AVENIDA","SAN MARTIN AV.","ESQ","CAMARONES","SAN MARTIN AV. y CAMARONES",15.0,-58.46210891,-34.60356211,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-06-13 16:20:00","Esquina"
"2016-0077",1,"AVENIDA","PERON, JUAN DOMINGO, TTE. GENERAL","ESQ","ALEM, LEANDRO N. AV.","PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.",1.0,-58.3702777,-34.60536123,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-06-13 21:52:00","Esquina"
"2016-0078",1,"AVENIDA","BELGRANO AV.","ESQ","JUJUY AV.","BELGRANO AV. y JUJUY AV.",3.0,-58.40491455,-34.6146383,"MOTO-MOTO","MOTO","MOTO","2016-06-13 23:01:00","Esquina"
"2016-0079",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","UDAONDO, GUILLERMO AV.","DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.",13.0,-58.45504154,-34.54864492,"AUTO-AUTO","AUTO","AUTO","2016-06-16 17:13:00","Esquina"
"2016-0080",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","RIVADAVIA AV.","PAZ, GRAL. AV. y RIVADAVIA AV.",9.0,-58.52927982,-34.63931752,"AUTO-SD","AUTO","SD","2016-06-18 06:42:00","Esquina"
"2016-0081",1,"AVENIDA","LARRALDE, CRISOLOGO AV.","ESQ","MACHAIN","LARRALDE, CRISOLOGO AV. y MACHAIN",12.0,-58.4872106,-34.55904606,"MOTO-AUTO","MOTO","AUTO","2016-06-22 07:42:00","Esquina"
"2016-0082",1,"AVENIDA","LA PLATA AV.","2384","NA","LA PLATA AV. 2384",4.0,-58.42273092,-34.64228803,"PEATON-AUTO","PEATON","AUTO","2016-06-27 18:24:00","Calle"
"2016-0083",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","ESQ","PUAN","ALBERDI, JUAN BAUTISTA AV. y PUAN",6.0,-58.44788671,-34.62539009,"PEATON-MOTO","PEATON","MOTO","2016-06-28 20:46:00","Esquina"
"2016-0084",1,"CALLE","PELLEGRINI, CARLOS","ESQ","TUCUMAN","PELLEGRINI, CARLOS y TUCUMAN",1.0,-58.38110563,-34.60135531,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-06-29 22:00:00","Esquina"
"2016-0085",1,"AVENIDA","RABANAL, FRANCISCO, INTENDENTE AV.","ESQ","EREZCANO","RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",4.0,-58.42378834,-34.657341,"MOTO-MOVIL","MOTO","OTRO","2016-06-29 22:00:00","Esquina"
"2016-0086",1,"AVENIDA","OLIVERA AV.","ESQ","FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",10.0,-58.48727942,-34.63652467,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-06-30 16:10:00","Esquina"
"2016-0087",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.",1.0,-58.37864583,-34.62907067,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2016-07-02 00:10:00","Calle"
"2016-0088",1,"CALLE","CERETTI","ESQ","NU?EZ","CERETTI y NUÃ‘EZ",12.0,-58.5015175,-34.56767549,"PEATON-AUTO","PEATON","AUTO","2016-07-11 15:30:00","Esquina"
"2016-0089",1,"AUTOPISTA","LUGONES, LEOPOLDO AV.","ESQ","LA PAMPA","LUGONES, LEOPOLDO AV. y LA PAMPA",13.0,-58.43233425,-34.55185825,"PEATON-AUTO","PEATON","AUTO","2016-07-14 06:40:00","Esquina"
"2016-0090",1,"AVENIDA","SALGUERO, JERONIMO","ESQ","RIVADAVIA AV.","SALGUERO, JERONIMO y RIVADAVIA AV.",5.0,-58.41971993,-34.6111224,"PEATON-PASAJEROS","PEATON","PASAJEROS","2016-07-14 22:00:00","Esquina"
"2016-0092",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","DEL LIBERTADOR AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13.0,-58.46743471,-34.53476874,"MOTO-CARGAS","MOTO","CARGAS","2016-07-15 11:00:00","Esquina"
"2016-0093",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","ESQ","MITRE, EMILIO","ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",6.0,-58.44362126,-34.62301748,"AUTO-AUTO","AUTO","AUTO","2016-07-17 03:30:00","Esquina"
"2016-0095",1,"AVENIDA","MERCEDES","ESQ","MOSCONI GENERAL AV.","MERCEDES y MOSCONI GENERAL AV.",11.0,-58.51713095,-34.59546519,"MOTO-AUTO","MOTO","AUTO","2016-07-23 06:12:00","Esquina"
"2016-0096",1,"AUTOPISTA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.","ESQ","NA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8.0,-58.47433193007387,-34.66684950051973,"MOTO-CARGAS","MOTO","CARGAS","2016-07-25 07:00:00","Calle"
